dept_name,Gender,emp_no,from_date,to_date,calender,active
"Human Resources",Male,110235,1995-07-06,2000-07-04,1994,0
"Human Resources",Male,110235,1995-07-06,2000-07-04,1995,1
"Human Resources",Male,110235,1995-07-06,2000-07-04,1996,1
"Human Resources",Male,110235,1995-07-06,2000-07-04,1997,1
"Human Resources",Male,110235,1995-07-06,2000-07-04,1998,1
"Human Resources",Male,110235,1995-07-06,2000-07-04,1999,1
"Human Resources",Male,110235,1995-07-06,2000-07-04,2000,1
"Human Resources",Female,110236,1992-05-04,2000-05-02,1990,0
"Human Resources",Female,110236,1992-05-04,2000-05-02,1991,0
"Human Resources",Female,110236,1992-05-04,2000-05-02,1992,1
"Human Resources",Female,110236,1992-05-04,2000-05-02,1993,1
"Human Resources",Female,110236,1992-05-04,2000-05-02,1994,1
"Human Resources",Female,110236,1992-05-04,2000-05-02,1995,1
"Human Resources",Female,110236,1992-05-04,2000-05-02,1996,1
"Human Resources",Female,110236,1992-05-04,2000-05-02,1997,1
"Human Resources",Female,110236,1992-05-04,2000-05-02,1998,1
"Human Resources",Female,110236,1992-05-04,2000-05-02,1999,1
"Human Resources",Female,110236,1992-05-04,2000-05-02,2000,1
"Human Resources",Male,110237,1992-10-01,2000-09-29,1990,0
"Human Resources",Male,110237,1992-10-01,2000-09-29,1991,0
"Human Resources",Male,110237,1992-10-01,2000-09-29,1992,1
"Human Resources",Male,110237,1992-10-01,2000-09-29,1993,1
"Human Resources",Male,110237,1992-10-01,2000-09-29,1994,1
"Human Resources",Male,110237,1992-10-01,2000-09-29,1995,1
"Human Resources",Male,110237,1992-10-01,2000-09-29,1996,1
"Human Resources",Male,110237,1992-10-01,2000-09-29,1997,1
"Human Resources",Male,110237,1992-10-01,2000-09-29,1998,1
"Human Resources",Male,110237,1992-10-01,2000-09-29,1999,1
"Human Resources",Male,110237,1992-10-01,2000-09-29,2000,1
"Human Resources",Female,110238,1994-05-15,2000-05-27,1990,0
"Human Resources",Female,110238,1994-05-15,2000-05-27,1991,0
"Human Resources",Female,110238,1994-05-15,2000-05-27,1992,0
"Human Resources",Female,110238,1994-05-15,2000-05-27,1993,0
"Human Resources",Female,110238,1994-05-15,2000-05-27,1994,1
"Human Resources",Female,110238,1994-05-15,2000-05-27,1995,1
"Human Resources",Female,110238,1994-05-15,2000-05-27,1996,1
"Human Resources",Female,110238,1994-05-15,2000-05-27,1997,1
"Human Resources",Female,110238,1994-05-15,2000-05-27,1998,1
"Human Resources",Female,110238,1994-05-15,2000-05-27,1999,1
"Human Resources",Female,110238,1994-05-15,2000-05-27,2000,1
"Human Resources",Male,110239,1997-05-29,2000-05-27,1990,0
"Human Resources",Male,110239,1997-05-29,2000-05-27,1991,0
"Human Resources",Male,110239,1997-05-29,2000-05-27,1992,0
"Human Resources",Male,110239,1997-05-29,2000-05-27,1993,0
"Human Resources",Male,110239,1997-05-29,2000-05-27,1994,0
"Human Resources",Male,110239,1997-05-29,2000-05-27,1995,0
"Human Resources",Male,110239,1997-05-29,2000-05-27,1996,0
"Human Resources",Male,110239,1997-05-29,2000-05-27,1997,1
"Human Resources",Male,110239,1997-05-29,2000-05-27,1998,1
"Human Resources",Male,110239,1997-05-29,2000-05-27,1999,1
"Human Resources",Male,110239,1997-05-29,2000-05-27,2000,1
"Human Resources",Female,110240,2000-05-29,9999-01-01,1990,0
"Human Resources",Female,110240,2000-05-29,9999-01-01,1991,0
"Human Resources",Female,110240,2000-05-29,9999-01-01,1992,0
"Human Resources",Female,110240,2000-05-29,9999-01-01,1993,0
"Human Resources",Female,110240,2000-05-29,9999-01-01,1994,0
"Human Resources",Female,110240,2000-05-29,9999-01-01,1995,0
"Human Resources",Female,110240,2000-05-29,9999-01-01,1996,0
"Human Resources",Female,110240,2000-05-29,9999-01-01,1997,0
"Human Resources",Female,110240,2000-05-29,9999-01-01,1998,0
"Human Resources",Female,110240,2000-05-29,9999-01-01,1999,0
"Human Resources",Female,110240,2000-05-29,9999-01-01,2000,1
Production,Female,110303,1992-12-30,1999-12-29,1990,0
Production,Female,110303,1992-12-30,1999-12-29,1991,0
Production,Female,110303,1992-12-30,1999-12-29,1992,1
Production,Female,110303,1992-12-30,1999-12-29,1993,1
Production,Female,110303,1992-12-30,1999-12-29,1994,1
Production,Female,110303,1992-12-30,1999-12-29,1995,1
Production,Female,110303,1992-12-30,1999-12-29,1996,1
Production,Female,110303,1992-12-30,1999-12-29,1997,1
Production,Female,110303,1992-12-30,1999-12-29,1998,1
Production,Female,110303,1992-12-30,1999-12-29,1999,1
Production,Female,110303,1992-12-30,1999-12-29,2000,0
Production,Female,110344,1991-11-21,1996-11-19,1990,0
Production,Female,110344,1991-11-21,1996-11-19,1991,1
Production,Female,110344,1991-11-21,1996-11-19,1992,1
Production,Female,110344,1991-11-21,1996-11-19,1993,1
Production,Female,110344,1991-11-21,1996-11-19,1994,1
Production,Female,110344,1991-11-21,1996-11-19,1995,1
Production,Female,110344,1991-11-21,1996-11-19,1996,1
Production,Female,110344,1991-11-21,1996-11-19,1997,0
Production,Female,110344,1991-11-21,1996-11-19,1998,0
Production,Female,110344,1991-11-21,1996-11-19,1999,0
Production,Female,110344,1991-11-21,1996-11-19,2000,0
Production,Male,110386,1994-10-13,1999-10-12,1990,0
Production,Male,110386,1994-10-13,1999-10-12,1991,0
Production,Male,110386,1994-10-13,1999-10-12,1992,0
Production,Male,110386,1994-10-13,1999-10-12,1993,0
Production,Male,110386,1994-10-13,1999-10-12,1994,1
Production,Male,110386,1994-10-13,1999-10-12,1995,1
Production,Male,110386,1994-10-13,1999-10-12,1996,1
Production,Male,110386,1994-10-13,1999-10-12,1997,1
Production,Male,110386,1994-10-13,1999-10-12,1998,1
Production,Male,110386,1994-10-13,1999-10-12,1999,1
Production,Male,110386,1994-10-13,1999-10-12,2000,0
Production,Male,110420,1994-02-04,9999-01-01,1990,0
Production,Male,110420,1994-02-04,9999-01-01,1991,0
Production,Male,110420,1994-02-04,9999-01-01,1992,0
Production,Male,110420,1994-02-04,9999-01-01,1993,0
Production,Male,110420,1994-02-04,9999-01-01,1994,1
Production,Male,110420,1994-02-04,9999-01-01,1995,1
Production,Male,110420,1994-02-04,9999-01-01,1996,1
Production,Male,110420,1994-02-04,9999-01-01,1997,1
Production,Male,110420,1994-02-04,9999-01-01,1998,1
Production,Male,110420,1994-02-04,9999-01-01,1999,1
Production,Male,110420,1994-02-04,9999-01-01,2000,1
Production,Male,110421,1991-01-30,1996-06-07,1990,0
Production,Male,110421,1991-01-30,1996-06-07,1991,1
Production,Male,110421,1991-01-30,1996-06-07,1992,1
Production,Male,110421,1991-01-30,1996-06-07,1993,1
Production,Male,110421,1991-01-30,1996-06-07,1994,1
Production,Male,110421,1991-01-30,1996-06-07,1995,1
Production,Male,110421,1991-01-30,1996-06-07,1996,1
Production,Male,110421,1991-01-30,1996-06-07,1997,0
Production,Male,110421,1991-01-30,1996-06-07,1998,0
Production,Male,110421,1991-01-30,1996-06-07,1999,0
Production,Male,110421,1991-01-30,1996-06-07,2000,0
Production,Male,110422,1990-03-11,1993-07-18,1990,1
Production,Male,110422,1990-03-11,1993-07-18,1991,1
Production,Male,110422,1990-03-11,1993-07-18,1992,1
Production,Male,110422,1990-03-11,1993-07-18,1993,1
Production,Male,110422,1990-03-11,1993-07-18,1994,0
Production,Male,110422,1990-03-11,1993-07-18,1995,0
Production,Male,110422,1990-03-11,1993-07-18,1996,0
Production,Male,110422,1990-03-11,1993-07-18,1997,0
Production,Male,110422,1990-03-11,1993-07-18,1998,0
Production,Male,110422,1990-03-11,1993-07-18,1999,0
Production,Male,110422,1990-03-11,1993-07-18,2000,0
Production,Male,110423,1991-03-23,1996-03-21,1990,0
Production,Male,110423,1991-03-23,1996-03-21,1991,1
Production,Male,110423,1991-03-23,1996-03-21,1992,1
Production,Male,110423,1991-03-23,1996-03-21,1993,1
Production,Male,110423,1991-03-23,1996-03-21,1994,1
Production,Male,110423,1991-03-23,1996-03-21,1995,1
Production,Male,110423,1991-03-23,1996-03-21,1996,1
Production,Male,110423,1991-03-23,1996-03-21,1997,0
Production,Male,110423,1991-03-23,1996-03-21,1998,0
Production,Male,110423,1991-03-23,1996-03-21,1999,0
Production,Male,110423,1991-03-23,1996-03-21,2000,0
Production,Male,110424,1990-07-15,1992-02-11,1990,1
Production,Male,110424,1990-07-15,1992-02-11,1991,1
Production,Male,110424,1990-07-15,1992-02-11,1992,1
Production,Male,110424,1990-07-15,1992-02-11,1993,0
Production,Male,110424,1990-07-15,1992-02-11,1994,0
Production,Male,110424,1990-07-15,1992-02-11,1995,0
Production,Male,110424,1990-07-15,1992-02-11,1996,0
Production,Male,110424,1990-07-15,1992-02-11,1997,0
Production,Male,110424,1990-07-15,1992-02-11,1998,0
Production,Male,110424,1990-07-15,1992-02-11,1999,0
Production,Male,110424,1990-07-15,1992-02-11,2000,0
Production,Male,110425,1992-12-30,2001-12-28,1990,0
Production,Male,110425,1992-12-30,2001-12-28,1991,0
Production,Male,110425,1992-12-30,2001-12-28,1992,1
Production,Male,110425,1992-12-30,2001-12-28,1993,1
Production,Male,110425,1992-12-30,2001-12-28,1994,1
Production,Male,110425,1992-12-30,2001-12-28,1995,1
Production,Male,110425,1992-12-30,2001-12-28,1996,1
Production,Male,110425,1992-12-30,2001-12-28,1997,1
Production,Male,110425,1992-12-30,2001-12-28,1998,1
Production,Male,110425,1992-12-30,2001-12-28,1999,1
Production,Male,110425,1992-12-30,2001-12-28,2000,1
Production,Male,110426,1993-04-25,1998-10-18,1990,0
Production,Male,110426,1993-04-25,1998-10-18,1991,0
Production,Male,110426,1993-04-25,1998-10-18,1992,0
Production,Male,110426,1993-04-25,1998-10-18,1993,1
Production,Male,110426,1993-04-25,1998-10-18,1994,1
Production,Male,110426,1993-04-25,1998-10-18,1995,1
Production,Male,110426,1993-04-25,1998-10-18,1996,1
Production,Male,110426,1993-04-25,1998-10-18,1997,1
Production,Male,110426,1993-04-25,1998-10-18,1998,1
Production,Male,110426,1993-04-25,1998-10-18,1999,0
Production,Male,110426,1993-04-25,1998-10-18,2000,0
Production,Male,110427,1993-03-30,1998-03-29,1990,0
Production,Male,110427,1993-03-30,1998-03-29,1991,0
Production,Male,110427,1993-03-30,1998-03-29,1992,0
Production,Male,110427,1993-03-30,1998-03-29,1993,1
Production,Male,110427,1993-03-30,1998-03-29,1994,1
Production,Male,110427,1993-03-30,1998-03-29,1995,1
Production,Male,110427,1993-03-30,1998-03-29,1996,1
Production,Male,110427,1993-03-30,1998-03-29,1997,1
Production,Male,110427,1993-03-30,1998-03-29,1998,1
Production,Male,110427,1993-03-30,1998-03-29,1999,0
Production,Male,110427,1993-03-30,1998-03-29,2000,0
Production,Male,110428,1996-02-20,2001-02-18,1990,0
Production,Male,110428,1996-02-20,2001-02-18,1991,0
Production,Male,110428,1996-02-20,2001-02-18,1992,0
Production,Male,110428,1996-02-20,2001-02-18,1993,0
Production,Male,110428,1996-02-20,2001-02-18,1994,0
Production,Male,110428,1996-02-20,2001-02-18,1995,0
Production,Male,110428,1996-02-20,2001-02-18,1996,1
Production,Male,110428,1996-02-20,2001-02-18,1997,1
Production,Male,110428,1996-02-20,2001-02-18,1998,1
Production,Male,110428,1996-02-20,2001-02-18,1999,1
Production,Male,110428,1996-02-20,2001-02-18,2000,1
Production,Female,110429,1995-06-14,2004-12-27,1990,0
Production,Female,110429,1995-06-14,2004-12-27,1991,0
Production,Female,110429,1995-06-14,2004-12-27,1992,0
Production,Female,110429,1995-06-14,2004-12-27,1993,0
Production,Female,110429,1995-06-14,2004-12-27,1994,0
Production,Female,110429,1995-06-14,2004-12-27,1995,1
Production,Female,110429,1995-06-14,2004-12-27,1996,1
Production,Female,110429,1995-06-14,2004-12-27,1997,1
Production,Female,110429,1995-06-14,2004-12-27,1998,1
Production,Female,110429,1995-06-14,2004-12-27,1999,1
Production,Female,110429,1995-06-14,2004-12-27,2000,1
Production,Male,110430,1998-05-29,2000-05-27,1990,0
Production,Male,110430,1998-05-29,2000-05-27,1991,0
Production,Male,110430,1998-05-29,2000-05-27,1992,0
Production,Male,110430,1998-05-29,2000-05-27,1993,0
Production,Male,110430,1998-05-29,2000-05-27,1994,0
Production,Male,110430,1998-05-29,2000-05-27,1995,0
Production,Male,110430,1998-05-29,2000-05-27,1996,0
Production,Male,110430,1998-05-29,2000-05-27,1997,0
Production,Male,110430,1998-05-29,2000-05-27,1998,1
Production,Male,110430,1998-05-29,2000-05-27,1999,1
Production,Male,110430,1998-05-29,2000-05-27,2000,1
Development,Male,110511,1991-12-31,2000-12-28,1990,0
Development,Male,110511,1991-12-31,2000-12-28,1991,1
Development,Male,110511,1991-12-31,2000-12-28,1992,1
Development,Male,110511,1991-12-31,2000-12-28,1993,1
Development,Male,110511,1991-12-31,2000-12-28,1994,1
Development,Male,110511,1991-12-31,2000-12-28,1995,1
Development,Male,110511,1991-12-31,2000-12-28,1996,1
Development,Male,110511,1991-12-31,2000-12-28,1997,1
Development,Male,110511,1991-12-31,2000-12-28,1998,1
Development,Male,110511,1991-12-31,2000-12-28,1999,1
Development,Male,110511,1991-12-31,2000-12-28,2000,1
Development,Female,110567,1992-04-25,1997-10-18,1990,0
Development,Female,110567,1992-04-25,1997-10-18,1991,0
Development,Female,110567,1992-04-25,1997-10-18,1992,1
Development,Female,110567,1992-04-25,1997-10-18,1993,1
Development,Female,110567,1992-04-25,1997-10-18,1994,1
Development,Female,110567,1992-04-25,1997-10-18,1995,1
Development,Female,110567,1992-04-25,1997-10-18,1996,1
Development,Female,110567,1992-04-25,1997-10-18,1997,1
Development,Female,110567,1992-04-25,1997-10-18,1998,0
Development,Female,110567,1992-04-25,1997-10-18,1999,0
Development,Female,110567,1992-04-25,1997-10-18,2000,0
Development,Male,110568,1990-01-05,2003-08-20,1990,1
Development,Male,110568,1990-01-05,2003-08-20,1991,1
Development,Male,110568,1990-01-05,2003-08-20,1992,1
Development,Male,110568,1990-01-05,2003-08-20,1993,1
Development,Male,110568,1990-01-05,2003-08-20,1994,1
Development,Male,110568,1990-01-05,2003-08-20,1995,1
Development,Male,110568,1990-01-05,2003-08-20,1996,1
Development,Male,110568,1990-01-05,2003-08-20,1997,1
Development,Male,110568,1990-01-05,2003-08-20,1998,1
Development,Male,110568,1990-01-05,2003-08-20,1999,1
Development,Male,110568,1990-01-05,2003-08-20,2000,1
Development,Male,110569,1994-10-03,1998-10-02,1990,0
Development,Male,110569,1994-10-03,1998-10-02,1991,0
Development,Male,110569,1994-10-03,1998-10-02,1992,0
Development,Male,110569,1994-10-03,1998-10-02,1993,0
Development,Male,110569,1994-10-03,1998-10-02,1994,1
Development,Male,110569,1994-10-03,1998-10-02,1995,1
Development,Male,110569,1994-10-03,1998-10-02,1996,1
Development,Male,110569,1994-10-03,1998-10-02,1997,1
Development,Male,110569,1994-10-03,1998-10-02,1998,1
Development,Male,110569,1994-10-03,1998-10-02,1999,0
Development,Male,110569,1994-10-03,1998-10-02,2000,0
Development,Female,110570,1997-04-07,2001-04-06,1990,0
Development,Female,110570,1997-04-07,2001-04-06,1991,0
Development,Female,110570,1997-04-07,2001-04-06,1992,0
Development,Female,110570,1997-04-07,2001-04-06,1993,0
Development,Female,110570,1997-04-07,2001-04-06,1994,0
Development,Female,110570,1997-04-07,2001-04-06,1995,0
Development,Female,110570,1997-04-07,2001-04-06,1996,0
Development,Female,110570,1997-04-07,2001-04-06,1997,1
Development,Female,110570,1997-04-07,2001-04-06,1998,1
Development,Female,110570,1997-04-07,2001-04-06,1999,1
Development,Female,110570,1997-04-07,2001-04-06,2000,1
Development,Male,110571,1999-02-28,9999-01-01,1990,0
Development,Male,110571,1999-02-28,9999-01-01,1991,0
Development,Male,110571,1999-02-28,9999-01-01,1992,0
Development,Male,110571,1999-02-28,9999-01-01,1993,0
Development,Male,110571,1999-02-28,9999-01-01,1994,0
Development,Male,110571,1999-02-28,9999-01-01,1995,0
Development,Male,110571,1999-02-28,9999-01-01,1996,0
Development,Male,110571,1999-02-28,9999-01-01,1997,0
Development,Male,110571,1999-02-28,9999-01-01,1998,0
Development,Male,110571,1999-02-28,9999-01-01,1999,1
Development,Male,110571,1999-02-28,9999-01-01,2000,1
Development,Male,110572,1993-02-20,1998-02-19,1990,0
Development,Male,110572,1993-02-20,1998-02-19,1991,0
Development,Male,110572,1993-02-20,1998-02-19,1992,0
Development,Male,110572,1993-02-20,1998-02-19,1993,1
Development,Male,110572,1993-02-20,1998-02-19,1994,1
Development,Male,110572,1993-02-20,1998-02-19,1995,1
Development,Male,110572,1993-02-20,1998-02-19,1996,1
Development,Male,110572,1993-02-20,1998-02-19,1997,1
Development,Male,110572,1993-02-20,1998-02-19,1998,1
Development,Male,110572,1993-02-20,1998-02-19,1999,0
Development,Male,110572,1993-02-20,1998-02-19,2000,0
Development,Male,110573,1992-06-14,1994-01-11,1990,0
Development,Male,110573,1992-06-14,1994-01-11,1991,0
Development,Male,110573,1992-06-14,1994-01-11,1992,1
Development,Male,110573,1992-06-14,1994-01-11,1993,1
Development,Male,110573,1992-06-14,1994-01-11,1994,1
Development,Male,110573,1992-06-14,1994-01-11,1995,0
Development,Male,110573,1992-06-14,1994-01-11,1996,0
Development,Male,110573,1992-06-14,1994-01-11,1997,0
Development,Male,110573,1992-06-14,1994-01-11,1998,0
Development,Male,110573,1992-06-14,1994-01-11,1999,0
Development,Male,110573,1992-06-14,1994-01-11,2000,0
Development,Female,110574,1994-11-30,2003-11-28,1990,0
Development,Female,110574,1994-11-30,2003-11-28,1991,0
Development,Female,110574,1994-11-30,2003-11-28,1992,0
Development,Female,110574,1994-11-30,2003-11-28,1993,0
Development,Female,110574,1994-11-30,2003-11-28,1994,1
Development,Female,110574,1994-11-30,2003-11-28,1995,1
Development,Female,110574,1994-11-30,2003-11-28,1996,1
Development,Female,110574,1994-11-30,2003-11-28,1997,1
Development,Female,110574,1994-11-30,2003-11-28,1998,1
Development,Female,110574,1994-11-30,2003-11-28,1999,1
Development,Female,110574,1994-11-30,2003-11-28,2000,1
Development,Female,110575,1995-03-26,2000-09-17,1990,0
Development,Female,110575,1995-03-26,2000-09-17,1991,0
Development,Female,110575,1995-03-26,2000-09-17,1992,0
Development,Female,110575,1995-03-26,2000-09-17,1993,0
Development,Female,110575,1995-03-26,2000-09-17,1994,0
Development,Female,110575,1995-03-26,2000-09-17,1995,1
Development,Female,110575,1995-03-26,2000-09-17,1996,1
Development,Female,110575,1995-03-26,2000-09-17,1997,1
Development,Female,110575,1995-03-26,2000-09-17,1998,1
Development,Female,110575,1995-03-26,2000-09-17,1999,1
Development,Female,110575,1995-03-26,2000-09-17,2000,1
Development,Male,110576,1995-02-28,2000-02-27,1990,0
Development,Male,110576,1995-02-28,2000-02-27,1991,0
Development,Male,110576,1995-02-28,2000-02-27,1992,0
Development,Male,110576,1995-02-28,2000-02-27,1993,0
Development,Male,110576,1995-02-28,2000-02-27,1994,0
Development,Male,110576,1995-02-28,2000-02-27,1995,1
Development,Male,110576,1995-02-28,2000-02-27,1996,1
Development,Male,110576,1995-02-28,2000-02-27,1997,1
Development,Male,110576,1995-02-28,2000-02-27,1998,1
Development,Male,110576,1995-02-28,2000-02-27,1999,1
Development,Male,110576,1995-02-28,2000-02-27,2000,1
Development,Female,110577,1992-01-29,1996-09-27,1990,0
Development,Female,110577,1992-01-29,1996-09-27,1991,0
Development,Female,110577,1992-01-29,1996-09-27,1992,1
Development,Female,110577,1992-01-29,1996-09-27,1993,1
Development,Female,110577,1992-01-29,1996-09-27,1994,1
Development,Female,110577,1992-01-29,1996-09-27,1995,1
Development,Female,110577,1992-01-29,1996-09-27,1996,1
Development,Female,110577,1992-01-29,1996-09-27,1997,0
Development,Female,110577,1992-01-29,1996-09-27,1998,0
Development,Female,110577,1992-01-29,1996-09-27,1999,0
Development,Female,110577,1992-01-29,1996-09-27,2000,0
Development,Female,110578,1999-03-12,2000-01-21,1990,0
Development,Female,110578,1999-03-12,2000-01-21,1991,0
Development,Female,110578,1999-03-12,2000-01-21,1992,0
Development,Female,110578,1999-03-12,2000-01-21,1993,0
Development,Female,110578,1999-03-12,2000-01-21,1994,0
Development,Female,110578,1999-03-12,2000-01-21,1995,0
Development,Female,110578,1999-03-12,2000-01-21,1996,0
Development,Female,110578,1999-03-12,2000-01-21,1997,0
Development,Female,110578,1999-03-12,2000-01-21,1998,0
Development,Female,110578,1999-03-12,2000-01-21,1999,1
Development,Female,110578,1999-03-12,2000-01-21,2000,1
Development,Female,110579,1998-05-29,9999-01-01,1990,0
Development,Female,110579,1998-05-29,9999-01-01,1991,0
Development,Female,110579,1998-05-29,9999-01-01,1992,0
Development,Female,110579,1998-05-29,9999-01-01,1993,0
Development,Female,110579,1998-05-29,9999-01-01,1994,0
Development,Female,110579,1998-05-29,9999-01-01,1995,0
Development,Female,110579,1998-05-29,9999-01-01,1996,0
Development,Female,110579,1998-05-29,9999-01-01,1997,0
Development,Female,110579,1998-05-29,9999-01-01,1998,1
Development,Female,110579,1998-05-29,9999-01-01,1999,1
Development,Female,110579,1998-05-29,9999-01-01,2000,1
"Quality Management",Female,110725,1995-12-30,2001-12-28,1990,0
"Quality Management",Female,110725,1995-12-30,2001-12-28,1991,0
"Quality Management",Female,110725,1995-12-30,2001-12-28,1992,0
"Quality Management",Female,110725,1995-12-30,2001-12-28,1993,0
"Quality Management",Female,110725,1995-12-30,2001-12-28,1994,0
"Quality Management",Female,110725,1995-12-30,2001-12-28,1995,1
"Quality Management",Female,110725,1995-12-30,2001-12-28,1996,1
"Quality Management",Female,110725,1995-12-30,2001-12-28,1997,1
"Quality Management",Female,110725,1995-12-30,2001-12-28,1998,1
"Quality Management",Female,110725,1995-12-30,2001-12-28,1999,1
"Quality Management",Female,110725,1995-12-30,2001-12-28,2000,1
"Quality Management",Female,110765,1992-01-07,1998-01-05,1990,0
"Quality Management",Female,110765,1992-01-07,1998-01-05,1991,0
"Quality Management",Female,110765,1992-01-07,1998-01-05,1992,1
"Quality Management",Female,110765,1992-01-07,1998-01-05,1993,1
"Quality Management",Female,110765,1992-01-07,1998-01-05,1994,1
"Quality Management",Female,110765,1992-01-07,1998-01-05,1995,1
"Quality Management",Female,110765,1992-01-07,1998-01-05,1996,1
"Quality Management",Female,110765,1992-01-07,1998-01-05,1997,1
"Quality Management",Female,110765,1992-01-07,1998-01-05,1998,1
"Quality Management",Female,110765,1992-01-07,1998-01-05,1999,0
"Quality Management",Female,110765,1992-01-07,1998-01-05,2000,0
"Quality Management",Female,110800,1993-08-10,1998-08-09,1990,0
"Quality Management",Female,110800,1993-08-10,1998-08-09,1991,0
"Quality Management",Female,110800,1993-08-10,1998-08-09,1992,0
